种类,职权种类
070000,行政给付
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
090000,行政奖励
090000,行政奖励
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
030000,行政强制
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
080000,行政检查
990000,其他
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
990000,其他
020000,行政许可
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
010000,行政处罚
010000,行政处罚
040000,行政确认
080000,行政检查
080000,行政检查
080000,行政检查
080000,行政检查
080000,行政检查
080000,行政检查
080000,行政检查
080000,行政检查
080000,行政检查
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
080000,行政检查
080000,行政检查
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
070000,行政给付
070000,行政给付
070000,行政给付
070000,行政给付
010000,行政处罚
040000,行政确认
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
010000,行政处罚
080000,行政检查
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
090000,行政奖励
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
030000,行政强制
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
020000,行政许可
020000,行政许可
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
080000,行政检查
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
090000,行政奖励
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
030000,行政强制
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
030000,行政强制
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
080000,行政检查
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
990000,其他
990000,其他
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
990000,其他
080000,行政检查
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
990000,其他
990000,其他
030000,行政强制
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
010000,行政处罚
